,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.91,0.0,0.95,0.44,0.82,0.45,0.5,0.46,0.53,0.96,0.47,0.0,0.83,0.42
avifile.csv,0.93,0.61,0.95,0.83,0.52,0.88,0.67,0.71,0.96,0.69,0.52,0.91,0.68,0.94
delphilhlplib.csv,0.58,0.52,0.67,0.62,0.38,0.54,0.55,0.88,0.45,0.64,0.76,0.0,0.8,0.55
fluidium.csv,0.0,0.93,0.86,0.82,0.0,0.62,0.54,0.0,0.5,0.8,0.5,0.89,0.59,0.0
gnome-jabber.csv,0.53,0.36,0.4,0.69,0.62,0.58,0.57,0.56,0.47,0.56,0.5,0.46,0.35,0.39
ipfilter.csv,0.46,0.45,0.3,0.6,0.39,0.79,0.58,0.47,0.51,0.62,0.46,0.53,0.44,0.62
jparsec.csv,0.52,0.4,0.34,0.55,0.38,0.36,0.5,0.42,0.43,0.46,0.46,0.52,0.37,0.42
loki-lib.csv,0.54,0.37,0.33,0.57,0.41,0.84,0.41,0.53,0.4,0.57,0.52,0.36,0.44,0.4
mumble.csv,0.0,0.39,0.44,0.52,0.4,0.49,0.0,0.56,0.46,0.46,0.79,0.52,0.37,0.0
opengs.csv,0.59,0.37,0.55,0.62,0.56,0.55,0.38,0.52,0.47,0.44,0.85,0.68,0.42,0.53
owfs.csv,0.47,0.43,0.31,0.73,0.52,0.36,0.39,0.43,0.41,0.37,0.42,0.3,0.33,0.4
rectracker.csv,0.37,0.41,0.42,0.58,0.38,0.36,0.49,0.45,0.4,0.39,0.47,0.52,0.36,0.45
rockbox.csv,0.5,0.67,0.48,0.0,0.83,0.58,0.83,0.52,0.5,0.73,0.56,0.41,0.9,0.38
zealos.csv,0.86,0.76,0.91,0.61,0.64,0.94,0.86,0.8,0.95,0.72,0.91,0.67,0.8,0.0
