,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.82,0.8,0.8,0.71,0.86,0.57,0.5
clamav.csv,0.46,0.88,0.88,0.46,0.5,0.41,0.3
k3b.csv,0.45,0.38,0.48,0.44,0.48,0.39,0.33
kindb.csv,0.57,0.41,0.67,0.38,0.75,0.38,0.37
pclasses.csv,0.92,0.75,0.91,0.82,0.0,0.93,0.73
re2c.csv,0.54,0.83,0.89,0.48,0.5,0.52,0.5
thrust.csv,0.58,0.57,0.93,0.58,0.49,0.48,0.37
