,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.51,0.77,0.83,0.62,0.91,0.82,0.86,0.85,0.55,0.75,0.91,0.87,0.05,0.74,1.0,0.58,0.53
blogentis.csv,0.85,0.77,1.0,0.86,1.01,0.72,0.04,0.68,0.94,0.87,0.83,0.82,0.69,0.69,0.4,0.73,0.76
bochs.csv,0.53,0.73,0.5,0.67,0.63,0.7,0.61,0.79,0.08,0.84,0.7,0.49,0.56,0.62,0.9,0.55,0.63
galaxium.csv,0.8,0.8,0.98,0.76,0.96,0.68,0.82,0.68,0.87,0.91,1.0,0.92,0.87,0.06,0.68,0.93,0.82
gisgraphy.csv,0.75,0.59,0.54,0.63,0.65,0.75,0.76,0.99,0.87,1.0,0.95,0.65,0.81,0.81,0.86,0.71,0.0
haphazard.csv,1.0,0.64,0.88,0.91,0.93,1.01,0.88,0.88,0.78,0.0,0.75,0.86,0.88,0.96,0.79,0.7,0.73
ipfire-wall.csv,0.65,0.84,1.01,0.83,0.8,0.73,0.83,0.79,0.68,1.01,0.0,0.66,0.6,0.76,0.96,0.72,0.66
jmri.csv,1.15,0.95,0.69,0.04,0.71,0.6,0.54,0.97,0.77,0.57,0.82,0.8,0.76,0.75,0.43,0.94,0.7
jvcl.csv,1.0,0.0,0.97,0.93,0.92,1.0,0.97,0.94,0.97,0.93,0.89,0.92,0.95,1.0,0.99,0.98,0.96
kaffeine.csv,1.0,0.92,1.0,0.84,0.09,0.66,0.75,0.39,0.87,0.91,1.0,0.93,0.77,0.76,0.79,0.82,0.91
m-a-d-n-e-s-s.csv,0.37,0.54,0.88,0.88,0.84,0.82,0.72,0.85,0.72,0.78,0.89,0.04,0.87,0.92,0.63,0.91,0.78
magicwars.csv,1.0,0.9,0.92,0.89,1.0,0.77,0.8,0.15,1.0,0.93,1.0,0.97,0.93,0.93,0.33,1.0,0.81
nh3d.csv,0.0,0.7,0.78,0.72,0.86,0.49,0.65,0.72,0.75,0.93,0.66,0.61,0.39,0.69,0.69,0.69,0.7
opentibia.csv,1.0,0.71,0.0,0.83,0.65,0.73,0.58,0.64,0.93,0.64,0.93,0.8,0.55,0.62,0.42,0.94,0.88
sarasvati.csv,1.0,0.94,0.86,0.91,0.92,0.0,1.0,0.89,0.99,0.93,0.94,0.89,1.0,0.91,0.96,1.0,1.0
smartgwt.csv,0.81,0.9,0.94,0.71,0.87,0.62,0.65,0.61,0.54,0.71,0.54,0.61,0.86,0.61,0.07,0.72,0.66
tweetsharp.csv,0.83,0.67,0.52,0.81,0.58,0.72,0.81,0.95,0.58,0.89,0.75,0.62,0.67,0.66,0.77,0.08,0.74
