,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.15,0.83,1.0,0.79,0.2,0.19,0.12,0.62,0.71,0.68,0.48,0.29,1.0,0.6,0.44,0.82,0.32,0.5,0.42
fityk.csv,0.91,0.92,0.0,0.71,0.9,0.85,0.5,0.56,0.55,0.65,0.42,0.69,0.54,0.87,0.78,0.41,0.35,0.31,0.92
ivataopenportal.csv,0.78,0.68,0.5,0.94,0.85,0.28,0.75,0.88,0.74,0.85,0.75,0.58,1.0,0.8,0.93,0.77,0.53,0.81,0.97
lcfizvtop.csv,0.27,0.32,0.0,0.71,0.49,0.11,0.62,0.56,0.68,0.4,0.21,0.49,1.0,0.13,0.61,0.73,0.41,1.0,0.87
lite.csv,0.11,0.41,1.0,0.26,0.24,0.55,0.12,0.69,0.87,0.58,0.81,0.92,0.36,0.27,0.29,0.77,0.44,0.75,0.55
onotoa.csv,0.87,0.89,0.5,0.82,0.44,0.86,0.12,0.56,0.89,0.67,0.65,0.66,0.93,0.6,0.73,0.77,0.35,0.94,0.95
openwbem.csv,0.64,0.28,0.0,0.5,0.51,0.67,0.38,0.62,0.5,0.61,0.15,0.36,0.18,0.13,0.39,0.41,0.18,0.31,0.91
orc.csv,0.09,0.21,0.0,0.2,0.15,0.13,0.62,0.12,0.11,0.3,0.42,0.15,0.0,0.6,0.34,0.14,0.18,0.0,0.1
plato.csv,1.0,1.0,0.5,0.97,1.0,0.97,0.25,1.0,1.0,0.95,0.96,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0
rodin-b-sharp.csv,0.0,0.02,1.0,0.09,0.1,0.15,0.5,0.25,0.18,0.14,0.42,0.53,0.0,0.2,0.02,0.0,0.65,0.44,0.12
ta3d.csv,0.13,0.14,0.0,0.06,0.27,0.07,0.12,0.0,0.24,0.06,0.0,0.02,0.0,0.13,0.1,0.09,0.24,0.44,0.54
tycho.csv,0.51,0.43,0.5,0.24,0.37,0.63,0.12,0.69,0.32,0.64,0.31,0.31,0.25,0.6,0.34,0.27,0.15,0.38,0.48
umber.csv,0.07,0.49,1.0,0.96,0.71,0.4,1.0,0.75,0.66,0.87,0.69,0.88,0.25,0.67,0.54,0.5,0.97,0.88,0.56
vienna-add-in.csv,0.6,0.4,1.0,0.64,0.37,0.7,0.25,0.69,0.16,0.51,0.08,0.54,0.5,0.47,0.66,0.41,0.41,0.69,0.33
wpdev.csv,0.98,0.99,0.0,0.98,0.98,1.0,1.0,0.88,0.97,1.0,1.0,0.8,0.96,1.0,0.95,1.0,0.88,1.0,1.0
xcmetadataservicestoolkit.csv,0.31,0.4,0.5,0.19,0.32,0.9,0.0,0.25,0.39,0.24,0.42,0.76,0.0,0.4,0.12,0.36,0.62,0.94,0.95
yarp0.csv,0.42,0.33,0.5,0.44,0.61,0.18,1.0,0.44,0.26,0.36,0.69,0.71,0.14,0.53,0.17,0.32,0.97,0.62,0.09
