,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.41,0.54,0.5,0.53,0.7,0.82,0.85,1.0,0.53,0.1,0.79,0.06,0.0,0.7,0.6
cme.csv,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.2,0.09,1.0
hydrate.csv,0.06,0.18,0.52,0.0,0.41,0.0,0.12,0.55,0.03,0.13,0.45,0.17,0.2,0.73,0.4
ivef-sdk.csv,0.65,0.25,0.59,0.3,0.44,1.0,0.42,0.0,0.87,0.82,0.48,0.34,0.4,0.0,0.8
jmri.csv,0.39,0.24,0.6,0.17,0.15,0.57,0.48,0.5,0.5,0.31,0.39,0.14,0.2,0.24,1.0
jython.csv,0.92,0.61,0.3,1.0,0.52,0.99,1.0,0.91,0.73,0.23,0.76,0.46,1.0,0.64,1.0
kdenlive.csv,0.68,0.54,0.58,0.5,0.7,0.69,0.33,0.95,1.0,0.67,0.91,0.46,1.0,0.88,1.0
ninject.csv,0.2,0.28,0.63,0.23,0.3,0.57,0.39,0.09,0.13,0.03,0.12,0.51,1.0,0.45,0.2
ondex.csv,0.41,0.3,0.52,0.47,0.11,0.0,0.24,0.73,0.27,0.21,0.48,0.09,0.2,0.36,0.6
opentibia.csv,0.34,0.77,0.38,0.4,0.52,0.04,0.94,0.5,0.17,0.05,0.24,0.86,0.4,0.79,0.0
projectfactory.csv,0.08,0.1,0.47,0.07,0.56,0.06,0.52,0.95,0.53,0.64,0.48,0.43,0.6,0.61,0.8
taverna.csv,0.25,0.23,0.07,0.17,0.67,0.1,0.7,0.27,0.23,0.33,0.24,0.46,0.0,0.03,0.4
tigermud.csv,0.37,0.49,0.72,0.5,0.48,0.0,0.0,0.18,0.03,0.1,0.3,0.77,1.0,0.85,0.0
unbvision.csv,0.61,0.4,0.37,0.23,0.19,0.15,0.3,0.86,0.73,0.31,0.94,0.23,0.4,0.52,1.0
x-ray-mule.csv,0.25,0.22,0.35,0.83,0.78,0.0,0.15,0.14,0.83,0.77,0.52,0.49,0.4,0.06,0.4
