,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.26,0.33,0.41,0.0,0.0,0.12,0.59,0.13,0.24,0.6,0.0,0.39,0.49,0.57,0.71
atlc.csv,0.27,0.37,0.25,0.38,0.86,0.1,0.63,0.23,0.44,0.46,0.21,0.44,0.8,0.36,0.64
ipfilter.csv,0.26,0.32,0.26,0.32,0.42,0.12,0.69,0.26,0.42,0.48,0.22,0.44,0.88,0.31,0.97
liferea.csv,0.41,0.58,0.34,0.54,0.43,0.12,0.64,0.28,0.13,0.56,0.18,0.42,0.7,0.21,0.63
miranda-icq.csv,0.31,0.49,0.37,0.45,0.75,0.12,0.2,0.21,0.27,0.49,0.17,0.49,0.8,0.36,0.65
opensim4opencog.csv,0.46,0.58,0.35,0.5,0.57,0.18,0.76,0.31,0.16,0.64,0.2,0.38,0.63,0.33,0.57
pclasses.csv,0.58,0.48,0.21,0.12,0.0,0.0,0.21,0.27,0.0,0.13,0.08,0.0,0.42,0.23,0.07
pfaedit.csv,0.0,0.48,0.35,0.3,0.0,0.22,0.82,0.2,0.11,0.66,0.28,0.0,0.56,0.3,0.12
psrchive.csv,0.21,0.38,0.63,0.31,0.73,0.17,0.51,0.2,0.09,0.5,0.23,0.41,0.73,0.29,0.65
theresa.csv,0.14,0.58,0.39,0.55,0.31,0.32,0.74,0.22,0.0,0.47,0.23,0.3,0.63,0.33,0.53
thrust.csv,0.0,0.06,0.1,0.0,0.17,0.0,0.22,0.12,0.33,0.12,0.0,0.12,0.18,0.29,0.37
tktoolkit.csv,0.2,0.47,0.29,0.29,0.18,0.15,0.77,0.23,0.43,0.51,0.42,0.33,0.8,0.35,0.82
tzod.csv,0.14,0.59,0.36,0.49,0.73,0.35,0.6,0.31,0.17,0.39,0.24,0.42,0.72,0.34,0.68
yaprm.csv,0.31,0.45,0.3,0.14,0.0,0.14,0.25,0.18,0.3,0.67,0.31,0.17,0.93,0.38,0.2
