,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.59,1.0,0.97,1.0,1.0,1.0,1.0,0.98,1.0
auber.csv,1.0,0.7,1.0,0.53,0.57,1.0,0.33,0.36,0.69,0.76,1.0,0.6,0.85,0.68,0.55,1.0,0.69,0.69,0.33
cortex-vfx.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.81,1.0,1.0,0.96,0.0,0.97,1.0,0.21,1.0,0.92,1.0,1.0,1.0
duplicati.csv,0.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
empserver.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.93,0.9,0.72,0.0,0.6,0.78,0.18,0.83,0.73,0.72,0.98,0.61
flylegacy.csv,1.0,0.94,0.0,0.73,0.67,1.0,0.19,1.0,0.92,0.96,1.0,0.6,0.66,0.44,0.6,0.15,0.67,0.74,0.24
galaxium.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,0.32,0.0,0.71,0.28,0.0,0.88,0.0,0.94,0.98,0.08
gotjava.csv,0.0,0.0,1.0,0.53,0.0,0.0,0.69,0.86,0.69,0.12,0.0,0.31,0.09,0.0,0.6,0.12,0.39,0.5,0.61
growl-for-windows.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.93,0.97,0.2,0.0,0.4,0.12,0.0,0.72,0.0,0.94,0.76,0.02
k3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libarchive.csv,0.0,0.0,1.0,1.0,0.0,0.0,0.47,1.0,1.0,0.64,0.0,0.89,0.76,0.0,0.98,0.58,0.97,1.0,0.59
linux-ntfs.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.95,0.92,0.0,0.97,0.75,0.03,0.91,0.77,0.64,1.0,0.82
m-a-d-n-e-s-s.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.47,0.93,0.95,0.68,0.0,0.63,0.57,0.0,0.93,0.04,0.56,0.93,0.67
novembre.csv,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.03,1.0,1.0,0.0,0.0,0.49,0.07,0.0,0.55,0.0,0.86,0.67,0.06
tweetsharp.csv,1.0,1.0,1.0,0.6,1.0,1.0,0.89,0.57,0.85,1.0,1.0,0.91,0.93,1.0,0.91,1.0,0.83,0.93,0.86
unladen-swallow.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wishmaster.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.18,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
